generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,app_name,api_key_name
gen-1764491131-kRVMlFgyIuUdlSBh9F2p,2025-11-30 08:25:31.833,0.000041,,,,0,364,13,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,743,557,CyberKitty Transkribator,azazaz
gen-1764491130-xQjFqWZTv1hcWWHGoSX8,2025-11-30 08:25:30.664,0.000042,,,,0,364,16,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,731,720,CyberKitty Transkribator,azazaz
gen-1764491128-Qv1Q8HRwzmzExV841c6f,2025-11-30 08:25:28.828,0.000117,,,,0,326,213,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,1519,485,Transkribator,azazaz
gen-1764491127-XbJ5Pefo7ZdxefC2ZXXh,2025-11-30 08:25:27.061,0.000028,,,,0,257,7,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,667,451,Transkribator,azazaz
gen-1764491125-YVTvJCscSN9Zq5poczGs,2025-11-30 08:25:25.334,0.000098,,,,0,417,143,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,1157,455,Transkribator,azazaz
gen-1764491121-Waxo6q2m4QM2A6u6pLMI,2025-11-30 08:25:21.492,0.000155,,,,0,978,143,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2082,1614,Transkribator,azazaz
gen-1764491119-mpmjOxFp1XabrIHMHWrZ,2025-11-30 08:25:19.668,0.000025,,,,0,224,8,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,472,335,CyberKitty Transkribator,azazaz
gen-1764491118-YH7oAaImAht1a0YICPOM,2025-11-30 08:25:18.762,0.000026,,,,0,224,10,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,519,347,CyberKitty Transkribator,azazaz
gen-1764491118-g994ZaTGqRcm8Gyp5mki,2025-11-30 08:25:17.986,0.000014,,,,0,121,7,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,632,389,Transkribator,azazaz
gen-1764491116-E9XQHXFZGRIBoBrMQFmt,2025-11-30 08:25:16.858,0.000131,,,,0,184,282,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,1702,338,Transkribator,azazaz
gen-1764491116-gq8aHPvBSrBX8qPZIA0O,2025-11-30 08:25:16.162,0.000342,,,,0,3085,86,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,1054,436,Transkribator,azazaz
gen-1764491115-qhe9c3q359Z9PNJzsfEE,2025-11-30 08:25:15.513,0.000014,,,,0,120,7,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,855,610,Transkribator,azazaz
gen-1764491113-oMOVWqYVLJFnwVWtohGF,2025-11-30 08:25:13.398,0.000169,,,,0,1379,80,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,989,422,Transkribator,azazaz
gen-1764491112-4wtcOL9D652A1IOuUoIv,2025-11-30 08:25:12.678,0.000012,,,,0,103,5,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,1267,1266,Transkribator,azazaz
gen-1764491112-kkhMkRcK3LnguIhvA8ML,2025-11-30 08:25:11.877,0.000015,,,,0,123,7,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,813,629,Transkribator,azazaz
gen-1764462529-3smfsRiKFQRtzl8I6wzz,2025-11-30 00:28:49.552,0.000052,,,,0,458,16,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,472,313,CyberKitty Transkribator,azazaz
gen-1764462528-FN7rr5OMbAbXPiF3Yf2a,2025-11-30 00:28:48.578,0.000052,,,,0,458,16,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,501,313,CyberKitty Transkribator,azazaz
gen-1764462525-XQ9WtgOWIKpK8SH3Coeq,2025-11-30 00:28:45.448,0.000707,,,,0,4046,757,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2931,293,Transkribator,azazaz
gen-1764462523-7lvOQiffloktUfBlBdTR,2025-11-30 00:28:43.666,0.00014,,,,0,455,238,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,1547,529,Transkribator,azazaz
gen-1764462521-wyWhlSS3z8wCaHXaYSBg,2025-11-30 00:28:41.349,0.000329,,,,0,1387,478,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2050,339,Transkribator,azazaz
gen-1764462518-IsYDdElZIZmh8Aixu99B,2025-11-30 00:28:38.794,0.000327,,,,0,1715,389,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2049,551,Transkribator,azazaz
gen-1764462516-ohYwBJvWkH8M85rVx7D6,2025-11-30 00:28:36.381,0.000393,,,,0,1933,500,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2213,370,Transkribator,azazaz
gen-1764462514-2vzoYe9A1NNnf0o3ri7f,2025-11-30 00:28:33.882,0.000382,,,,0,2033,447,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2125,496,Transkribator,azazaz
gen-1764462510-epvPcLpLVhXHLDYomz73,2025-11-30 00:28:30.718,0.000442,,,,0,1747,670,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2854,261,Transkribator,azazaz
gen-1764462508-AUsUHmhJL5hCkT4Z32zA,2025-11-30 00:28:28.019,0.000381,,,,0,1763,514,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2481,294,Transkribator,azazaz
gen-1764462505-wXUTRTYaVNFXEuZtV59X,2025-11-30 00:28:25.418,0.000351,,,,0,1597,479,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2293,370,Transkribator,azazaz
gen-1764462503-w4RFAqr3hWFqcyVP1sY7,2025-11-30 00:28:23.016,0.000342,,,,0,1640,447,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2116,345,Transkribator,azazaz
gen-1764462501-pIB33swoJKS7tNkk4Ji4,2025-11-30 00:28:21.483,0.001171,,,,0,11686,7,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,851,594,Transkribator,azazaz
gen-1764462467-uBFzo4NBecARqmYmfTOk,2025-11-30 00:27:47.898,0.005833,,,,0,11855,11621,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,33062,567,Transkribator,azazaz
gen-1764462455-shGZ7G0J6TS2iWSndqjj,2025-11-30 00:27:35.027,0.003366,,,,0,22553,2778,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,12543,4351,Transkribator,azazaz
gen-1764462455-32YwVQtP6OmgS9QhiIG7,2025-11-30 00:27:34.890,0.000076,,,,0,528,58,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,1682,1574,Transkribator,azazaz
gen-1764462437-obdCWfutNSZqqu7fOzsq,2025-11-30 00:27:17.473,0.003387,,,,0,22553,2830,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,12668,4602,Transkribator,azazaz
gen-1764462437-YhpWyXZJAb5PdJgPDuYu,2025-11-30 00:27:17.395,0.003457,,,,0,22553,3005,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,13929,4085,Transkribator,azazaz
gen-1764462437-gIuaZKaz3SC0AoFDLXza,2025-11-30 00:27:17.232,0.003417,,,,0,22553,2906,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,13839,4658,Transkribator,azazaz
gen-1764454234-0iZTRFjM1s321IYVsbam,2025-11-29 22:10:34.294,0.00007,,,0,0,320,1,0,deepseek/deepseek-chat-v3-0324,Novita,standard,false,true,,stop,stop,95,857,,widget
gen-1764450604-FDMeYZQSUpsYRMAKZEHU,2025-11-29 21:10:04.094,0.000054,,,,0,478,16,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,532,532,CyberKitty Transkribator,azazaz
gen-1764450603-dxm81Qo6V8VA2UMNuyMO,2025-11-29 21:10:02.991,0.000054,,,,0,478,16,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,297,293,CyberKitty Transkribator,azazaz
gen-1764450600-ADqFA6hQELgYfZPxW07B,2025-11-29 21:10:00.071,0.000206,,,,0,801,317,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,1513,589,Transkribator,azazaz
gen-1764450599-cs1ZtdWp9KJbbewuSwU5,2025-11-29 21:09:58.936,0.000075,,,,0,726,7,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,566,566,Transkribator,azazaz
gen-1764450596-9phZPmUpYs0AXr0uZSu7,2025-11-29 21:09:56.328,0.000329,,,,0,825,618,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,1509,595,Transkribator,azazaz
gen-1764450592-YsTaDSTyhT6LsqPR0IJW,2025-11-29 21:09:52.846,0.000832,,,,0,6134,548,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,3210,2385,Transkribator,azazaz
gen-1764450540-SKNbI0s75LpUOJjVuyDm,2025-11-29 21:09:00.898,0.000032,,,,0,265,16,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,309,309,CyberKitty Transkribator,azazaz
gen-1764450538-smumvtfWTQDRUZ9ONE5A,2025-11-29 21:08:58.538,0.000348,,,,0,1612,468,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,1989,270,Transkribator,azazaz
gen-1764450537-BBHCLEyqGu0yhySsyRct,2025-11-29 21:08:57.161,0.000032,,,,0,264,15,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,821,582,CyberKitty Transkribator,azazaz
gen-1764450535-wJPBvvtD8d549VNFB08Q,2025-11-29 21:08:55.561,0.000101,,,,0,228,197,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,1320,536,Transkribator,azazaz
gen-1764450530-yZF7OeVDZ93vmM6dIrQ5,2025-11-29 21:08:50.515,0.000018,,,,0,159,7,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,698,487,Transkribator,azazaz
gen-1764450511-bL6cEdtLWnmSZRyu56pR,2025-11-29 21:08:31.189,0.000014,,,,0,119,7,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,284,284,Transkribator,azazaz
gen-1764447171-JER7ZrU0noIpoajsdiYM,2025-11-29 20:12:51.073,0.000055,,,,0,499,15,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,428,428,CyberKitty Transkribator,azazaz
gen-1764447169-PIw1VBg5wL2hu0SJG9Ph,2025-11-29 20:12:49.787,0.000055,,,,0,499,15,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,710,691,CyberKitty Transkribator,azazaz
gen-1764447166-ScaV6SUUVKvsHcE1ioKw,2025-11-29 20:12:46.555,0.000699,,,,0,3943,762,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,2792,823,Transkribator,azazaz
gen-1764447164-fc267Ulya8FVLNAYTECf,2025-11-29 20:12:44.124,0.000242,,,,0,1126,325,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2034,366,Transkribator,azazaz
gen-1764447162-WPVZVxEpERY9qBY0e8Zr,2025-11-29 20:12:41.955,0.000294,,,,0,1530,353,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,1770,885,Transkribator,azazaz
gen-1764447160-HtWTOp1zQngTr3NIXN92,2025-11-29 20:12:39.948,0.00032,,,,0,2101,276,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,1637,383,Transkribator,azazaz
gen-1764447157-1yNYyMinoszj0D3E9DzU,2025-11-29 20:12:37.548,0.000301,,,,0,1308,426,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2062,426,Transkribator,azazaz
gen-1764447155-iL8Bn98uqO9gI74FOLoj,2025-11-29 20:12:35.680,0.000381,,,,0,2114,424,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,1604,421,Transkribator,azazaz
gen-1764447153-grz5CWrR0hYDrx4Qkscs,2025-11-29 20:12:33.763,0.000426,,,,0,2085,544,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,1550,357,Transkribator,azazaz
gen-1764447151-Ouh5OUwcdrMlM8ieyFp0,2025-11-29 20:12:31.793,0.000397,,,,0,2082,474,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,1565,575,Transkribator,azazaz
gen-1764447149-H8hx8UmK0XNDFpwnVSQM,2025-11-29 20:12:29.787,0.000386,,,,0,2148,428,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,1483,618,Transkribator,azazaz
gen-1764447147-5XDenskaDG3Kvs0uGljv,2025-11-29 20:12:27.365,0.000376,,,,0,2085,421,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2154,325,Transkribator,azazaz
gen-1764447145-UEIwvqELjHwaxaFr4hRO,2025-11-29 20:12:25.418,0.000375,,,,0,2038,428,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,1687,609,Transkribator,azazaz
gen-1764447144-9opbRCgPysVwhoPZjNSi,2025-11-29 20:12:24.492,0.001566,,,,0,15637,7,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,434,434,Transkribator,azazaz
gen-1764447113-yeULiR7zq6e9XUU11zrv,2025-11-29 20:11:53.037,0.007828,,,,0,15797,15623,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,30555,570,Transkribator,azazaz
gen-1764447096-Aow87awLBLNSsIp9iWRT,2025-11-29 20:11:36.704,0.004133,,,,0,28860,3119,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,15594,8637,Transkribator,azazaz
gen-1764447096-TvzlIeOqNX6JTFUL1sk8,2025-11-29 20:11:36.470,0.00409,,,,0,28860,3011,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,10043,2889,Transkribator,azazaz
gen-1764447096-xHCYrjbfsLGqrJNSYaXd,2025-11-29 20:11:36.252,0.001058,,,,0,7364,806,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,3703,1865,Transkribator,azazaz
gen-1764447084-21oYFrR0MHJbJ2otgaXe,2025-11-29 20:11:23.909,0.003424,,,,0,22553,2922,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,11437,3517,Transkribator,azazaz
gen-1764447084-ojGG8ctjONbXWLaLDm6O,2025-11-29 20:11:23.887,0.003884,,,,0,28860,2497,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,8228,2845,Transkribator,azazaz
gen-1764447083-EWEcZgPRzg9PvMYLDtCG,2025-11-29 20:11:23.581,0.004176,,,,0,28860,3225,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,10767,2913,Transkribator,azazaz
gen-1764445912-HSoQZApy4MimT569sv6U,2025-11-29 19:51:52.490,0.00783,,,,0,15813,15622,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,29963,963,Transkribator,azazaz
gen-1764445899-SKXnvy5lExhINkjaKmNi,2025-11-29 19:51:39.499,0.004088,,,,0,28860,3007,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,11847,4986,Transkribator,azazaz
gen-1764445899-SEVFDYPd43MvJS5CinzD,2025-11-29 19:51:39.328,0.001058,,,,0,7364,806,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,3775,2257,Transkribator,azazaz
gen-1764445899-EFxN2cguKXDjGzNP5r6Y,2025-11-29 19:51:39.269,0.004133,,,,0,28860,3119,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,12694,5187,Transkribator,azazaz
gen-1764445885-WPCgDAlb4SOMsDuNhk4Z,2025-11-29 19:51:25.889,0.003424,,,,0,22553,2922,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,12586,4249,Transkribator,azazaz
gen-1764445885-3heB4BFCSyhiMUe5ghlX,2025-11-29 19:51:25.698,0.003884,,,,0,28860,2497,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,10766,5216,Transkribator,azazaz
gen-1764445885-CrwQGZJG5zzozG2Rp5b9,2025-11-29 19:51:25.652,0.004181,,,,0,28860,3239,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,12321,5376,Transkribator,azazaz
gen-1764444715-cUmRNVjHvwf6wfJNVw6X,2025-11-29 19:31:55.879,0.000054,,,,0,489,14,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,601,435,CyberKitty Transkribator,azazaz
gen-1764444715-l8f4sYycWTsLfZP9BAed,2025-11-29 19:31:55.124,0.000053,,,,0,490,11,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,392,392,CyberKitty Transkribator,azazaz
gen-1764444712-dogFLGfy2jW1SkmUrAe7,2025-11-29 19:31:52.971,0.000326,,,,0,1058,552,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,1873,583,Transkribator,azazaz
gen-1764444711-q6KZQu01nXOgptNarZ3h,2025-11-29 19:31:51.868,0.000112,,,,0,347,195,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,829,384,Transkribator,azazaz
gen-1764444709-h3acLEUiYWxTzjU4ga5J,2025-11-29 19:31:49.509,0.000373,,,,0,2007,432,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2102,350,Transkribator,azazaz
gen-1764444707-7djq4aN7PusAuH5WxPOm,2025-11-29 19:31:47.736,0.000334,,,,0,1891,364,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,1495,626,Transkribator,azazaz
gen-1764444706-wB0yULEe0OFNG3O2Yx2s,2025-11-29 19:31:46.709,0.000353,,,,0,3502,7,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,501,501,Transkribator,azazaz
gen-1764444696-gdqYpEXc0zYrCFMMPyvN,2025-11-29 19:31:36.935,0.001734,,,,0,3619,3432,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,9136,628,Transkribator,azazaz
gen-1764444695-4vKQ1ONBtILLwfewZVPb,2025-11-29 19:31:35.811,0.000055,,,,0,503,13,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,550,550,CyberKitty Transkribator,azazaz
gen-1764444695-hI5csFMbl6QKxywiSotb,2025-11-29 19:31:35.089,0.000055,,,,0,503,13,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,277,277,CyberKitty Transkribator,azazaz
gen-1764444692-CRBMWX413a2adU1AglFi,2025-11-29 19:31:32.793,0.000374,,,,0,1166,645,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,1921,454,Transkribator,azazaz
gen-1764444691-549TfpSMuiafWXYh2Qk0,2025-11-29 19:31:31.474,0.000179,,,,0,474,329,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,987,282,Transkribator,azazaz
gen-1764444689-IB48ogTBDfOav1yS6XYd,2025-11-29 19:31:29.602,0.000202,,,,0,593,357,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,1647,629,Transkribator,azazaz
gen-1764444688-jONrIIc7gmD2RQfHnLou,2025-11-29 19:31:28.014,0.000363,,,,0,1950,421,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,1294,350,Transkribator,azazaz
gen-1764444687-DegN32CpdisPcAfdO60I,2025-11-29 19:31:27.075,0.000231,,,,0,2285,7,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,408,408,Transkribator,azazaz
gen-1764444685-pUea3YjcuWT9l3ubRtEX,2025-11-29 19:31:25.180,0.003631,,,,0,22854,3365,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,11192,4800,Transkribator,azazaz
gen-1764444682-YAiqrCbx66nfaYOtMg5I,2025-11-29 19:31:21.994,0.001126,,,,0,2444,2206,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,4476,658,Transkribator,azazaz
gen-1764444672-aBNb1MVRnakfa1PKXEv0,2025-11-29 19:31:12.251,0.00211,,,,0,12428,2168,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,9437,3604,Transkribator,azazaz
gen-1764444648-sY7ZTs6d0RzSLay5KnlQ,2025-11-29 19:30:48.240,0.000058,,,,0,528,13,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,798,585,CyberKitty Transkribator,azazaz
gen-1764444647-W88i26LZPnQkyky1pz6R,2025-11-29 19:30:47.451,0.000057,,,,0,529,12,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,398,398,CyberKitty Transkribator,azazaz
gen-1764444644-CjXgdm0GawOAY6ccXyoh,2025-11-29 19:30:44.762,0.000391,,,,0,2038,468,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2404,233,Transkribator,azazaz
gen-1764444643-YEYTeHALWZE5ykFcmEd7,2025-11-29 19:30:43.436,0.000196,,,,0,1937,7,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,819,459,Transkribator,azazaz
gen-1764444638-DKIGOCGUpd43wLvYcDmk,2025-11-29 19:30:38.910,0.00094,,,,0,2080,1831,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,3811,550,Transkribator,azazaz
gen-1764444630-nX0IQdw08jlGbf6LpQE2,2025-11-29 19:30:30.090,0.002001,,,,0,12751,1816,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,8560,4739,Transkribator,azazaz
gen-1764444615-SfgFq5SG7KCnifyu3DFq,2025-11-29 19:30:15.260,0.000057,,,,0,518,13,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,291,291,CyberKitty Transkribator,azazaz
gen-1764444614-9ljtOl8nPQR3R6Kn7eSr,2025-11-29 19:30:14.226,0.000057,,,,0,518,13,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,554,553,CyberKitty Transkribator,azazaz
gen-1764444611-DOPQ9ojnmctXhUs3qV8b,2025-11-29 19:30:11.003,0.000364,,,,0,1340,576,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2985,440,Transkribator,azazaz
gen-1764444609-QA35AdtHT4xiHPcThogb,2025-11-29 19:30:09.523,0.000127,,,,0,1251,7,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,710,513,Transkribator,azazaz
gen-1764444606-pNWiFwpgYW8zit93MRs7,2025-11-29 19:30:06.379,0.000604,,,,0,1390,1163,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,2611,535,Transkribator,azazaz
gen-1764444601-7ox7v1dOvjt1Ni3WhB6A,2025-11-29 19:30:01.111,0.001156,,,,0,7079,1121,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,4586,2512,Transkribator,azazaz
gen-1764442552-Fb8d7HQX9DtStrKvJ52B,2025-11-29 18:55:52.107,0.000055,,,,0,511,10,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,480,480,CyberKitty Transkribator,azazaz
gen-1764442551-xdHt5URDYdLnU5SI0CvW,2025-11-29 18:55:51.429,0.000055,,,,0,511,10,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,260,260,CyberKitty Transkribator,azazaz
gen-1764442547-fziZUbgIDLArdj7qPDB6,2025-11-29 18:55:47.338,0.00045,,,,0,1882,656,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,3773,357,Transkribator,azazaz
gen-1764442545-Lctmg6AhkZYkpgzrOCUg,2025-11-29 18:55:45.245,0.000139,,,,0,451,235,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,1689,340,Transkribator,azazaz
gen-1764442541-4vAP99V6PkKB4tqKRVMC,2025-11-29 18:55:41.309,0.000371,,,,0,2146,392,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,3599,754,Transkribator,azazaz
gen-1764442539-3TPFVOCMtBTMYY9CBYiJ,2025-11-29 18:55:39.031,0.000412,,,,0,2040,521,0,google/gemini-2.5-flash-lite-preview-09-2025,Google AI Studio,standard,false,true,,STOP,stop,2017,455,Transkribator,azazaz
gen-1764442535-nlOBC4iQTi2OlJKAKhhY,2025-11-29 18:55:35.768,0.000352,,,,0,2092,357,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2915,301,Transkribator,azazaz
gen-1764442533-Zxq5uM2L5fBO552haMdq,2025-11-29 18:55:33.155,0.000366,,,,0,2161,376,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,2362,447,Transkribator,azazaz
gen-1764442531-naXfBNaGVFhdsM6g5vci,2025-11-29 18:55:31.612,0.000734,,,,0,7319,7,0,google/gemini-2.5-flash-lite-preview-09-2025,Google,standard,false,true,,STOP,stop,847,623,Transkribator,azazaz
